번호,제목,담당부서,등록일,조회수,URL
4739,2025년 구로주거안심종합센터 희망돌보미(사무지원) 모집공고,구로주거안심종합센터,2024-12-02,67,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281725
4738,2025년 희망돌보미(사무지원) 모집공고(강동주거안심종합센터),강동주거안심종합센터,2024-12-02,552,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281744
4737,2025년 도봉주거안심종합센터 희망돌보미(사무지원) 채용 공고,도봉주거안심종합센터,2024-12-02,125,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281721
4736,2025년 성동주거안심종합센터 희망돌보미(사무지원) 모집공고,성동주거안심종합센터,2024-12-02,296,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281704
4735,2025년 은평주거안심종합센터 희망돌보미(사무지원) 모집공고,은평주거안심종합센터,2024-12-02,98,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281697
4734,2025년 마포주거안심종합센터 희망돌보미(사무지원) 채용 공고,마포주거안심종합센터,2024-12-02,256,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281696
4733,자립준비청년 2024년 하반기 청년 매입임대주택 우선공급 입주자모집 공고(2024. 11. 29.),매입주택공급부,2024-11-29,56537,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281608
4732,e편한세상 답십리 아르테포레 단지내 상가 선착순 수의계약 분양 공고 중지 알림,정비사업지원부,2024-11-29,961,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281627
4731,홍릉 첨단의료기기 개발센터 및 바이오헬스센터 복합 건립 설계공모 심사위원 명단 공고,근린재생사업부,2024-11-28,606,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281592
4730,청량리역롯데캐슬sky-l65 입주안내문 및 생활안내문 게시,동대문주거안심종합센터,2024-11-27,2198,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281516
4729,전산작업에 따른 서비스(PASS인증서) 이용 안내,시스템운영부,2024-11-26,224,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281498
4728,2024년도 2차 임대상가 재공급 모집공고(2024.11.04.) 당첨자 및 예비 당첨자 발표,자산운영부,2024-11-26,1192,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281481
4727,2024년 제43차 장기전세주택(2023.12.27.공고) 예비 2차 계약결과 게시,공공주택공급부,2024-11-26,3240,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281480
4726,올림픽파크 포레온 준공인가증 게시,강동주거안심종합센터,2024-11-26,1133,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281482
4725,제1차 장기전세주택2(2024.07.11.공고) 예비 1차 입주대상자 발표,공공주택공급부,2024-11-22,10814,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281366
4724,2024년 1차 행복주택 입주자모집공고(2024.6.28.공고) 당첨자 및 예비자 발표,공공주택공급부,2024-11-22,28762,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281305
4723,2023년 제1차 국민임대주택(2023.6.23.공고) 예비5차 계약결과 게시,공공주택공급부,2024-11-21,5871,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281297
4722,제44차 장기전세주택 입주자 모집 공고(2024.6.27. 공고) 당첨자 및 예비입주자 발표,공공주택공급부,2024-11-15,31976,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281012
4721,가든파이브 툴동 상가분양 1차공고,가든파이브관리부,2024-11-15,1103,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=281023
4720,2024년 재개발임대주택 입주자 모집공고(2024.10.11.공고) 서류심사 대상자 발표,공공주택공급부,2024-11-12,30428,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=280981
4719,전산작업에 따른 서비스 이용 안내,시스템운영부,2024-11-12,744,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=280994
4718,은평지구 예술마을 조성 민간사업자 공모(재공고) 유찰 안내,도시계획부,2024-11-11,1060,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=280977
4717,2024년 제1차 국민임대주택 입주자 모집공고(2024.9.26.) 서류심사대상자 발표 및 서류제출 안내,공공주택공급부,2024-11-08,50171,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=280880
4716,2024년 제1차 국민임대주택 입주자 모집공고 서류심사대상자 발표 지연 안내,공공주택공급부,2024-11-08,21238,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=280867
4715,2023년 공공·주거환경임대주택(2023.08.11.공고) 예비5차 당첨자 및 동호배정 결과,공공주택공급부,2024-11-08,4214,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=280796
4714,수서역세권 공공주택지구 훼손지 복구사업 토지 출입 통지,용지보상부,2024-11-07,5003,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=280826
4713,전산작업에 따른 서비스(가상계좌) 중단 안내,시스템운영부,2024-11-05,1251,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=280761
4712,‘24년 2차 임대상가 재공급 모집공고(정정),자산운영부,2024-11-04,3055,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=280617
